2023-01-12 13:10:00.634[1673525400634] | INFO  | main       | Binance.BinanceRunner                - Symbol{id=411, symbol='NEBLUSDT'}
2023-01-12 13:10:00.634[1673525400634] | INFO  | main       | Binance.BinanceRunner                - Symbol{id=412, symbol='POLYXUSDT'}
2023-01-12 13:10:00.634[1673525400634] | INFO  | main       | Binance.BinanceRunner                - Symbol{id=413, symbol='APTUSDT'}
2023-01-12 13:10:00.634[1673525400634] | INFO  | main       | Binance.BinanceRunner                - Symbol{id=414, symbol='OSMOUSDT'}
2023-01-12 13:10:00.634[1673525400634] | INFO  | main       | Binance.BinanceRunner                - Symbol{id=415, symbol='HFTUSDT'}
2023-01-12 13:10:00.634[1673525400634] | INFO  | main       | Binance.BinanceRunner                - Symbol{id=416, symbol='PHBUSDT'}
2023-01-12 13:10:00.634[1673525400634] | INFO  | main       | Binance.BinanceRunner                - Symbol{id=417, symbol='HOOKUSDT'}
2023-01-12 13:10:00.635[1673525400635] | INFO  | main       | Binance.BinanceRunner                - Symbol{id=418, symbol='MAGICUSDT'}
2023-01-12 13:10:00.637[1673525400637] | INFO  | main       | Binance.BinanceRunner                - Symbol{id=419, symbol='HIFIUSDT'}
2023-01-12 13:10:00.665[1673525400665] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading data for ticker BTCUSDT
2023-01-12 13:10:00.697[1673525400697] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/klines?symbol=BTCUSDT&interval=1d&limit=1000&startTime=1503014400000
2023-01-12 13:10:01.656[1673525401656] | INFO  | main       | downloads.BinanceDownloader          - data for BTCUSDT downloaded successfully, downloaded 1000 bars
2023-01-12 13:10:01.667[1673525401667] | INFO  | main       | downloads.BinanceDownloader          - used weight: 1 used weight 1m: 1
2023-01-12 13:10:01.667[1673525401667] | INFO  | main       | Binance.BinanceRunner                - downloaded data for ticker BTCUSDT size: 1000
2023-01-12 13:10:01.674[1673525401674] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading data for ticker BTCUSDT
2023-01-12 13:10:01.675[1673525401675] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/klines?symbol=BTCUSDT&interval=1d&limit=1000&startTime=1589414400000
2023-01-12 13:10:02.507[1673525402507] | INFO  | main       | downloads.BinanceDownloader          - data for BTCUSDT downloaded successfully, downloaded 974 bars
2023-01-12 13:10:02.508[1673525402508] | INFO  | main       | downloads.BinanceDownloader          - used weight: 2 used weight 1m: 2
2023-01-12 13:10:02.519[1673525402519] | INFO  | main       | persistence.DataRepository           - Data for symbol: BTCUSDT is too big, using batchWriter
2023-01-12 13:16:04.166[1673525764166] | INFO  | main       | config.ConfigLocation                - Using config file in path:C:\Users\Kamil\Documents\projekty\stock-exchange-data-downloader\target\settings.properties
2023-01-12 13:16:04.193[1673525764193] | INFO  | main       | config.FileConfig$ConfigBuilder      - Created new config
2023-01-12 13:16:04.237[1673525764237] | INFO  | main       | config.FileConfig$ConfigBuilder      - ConfigBuilder{login='root', url='jdbc:mysql://localhost:3306/test', password=[***] ', timeframe='1d', klineLimit=1000, startDateTime=2018-01-01T00:00:00Z}
2023-01-12 13:16:08.279[1673525768279] | INFO  | MLog-Init-Reporter | com.mchange.v2.log.MLog              - MLog clients using slf4j logging.
2023-01-12 13:16:08.476[1673525768476] | INFO  | main       | com.mchange.v2.c3p0.C3P0Registry     - Initializing c3p0-0.9.5.5 [built 11-December-2019 22:18:33 -0800; debug? true; trace: 10]
2023-01-12 13:16:08.771[1673525768771] | INFO  | main       | c.m.v.c.i.AbstractPoolBackedDataSource - Initializing c3p0 pool... com.mchange.v2.c3p0.PoolBackedDataSource@8aa46d6d [ connectionPoolDataSource -> com.mchange.v2.c3p0.WrapperConnectionPoolDataSource@2190dfc [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, contextClassLoaderSource -> caller, debugUnreturnedConnectionStackTraces -> false, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, forceSynchronousCheckins -> false, identityToken -> 1hgengqat1a17usq437f5g|af9a89f, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, nestedDataSource -> com.mchange.v2.c3p0.DriverManagerDataSource@ed9269f3 [ description -> null, driverClass -> null, factoryClassLocation -> null, forceUseNamedDriverClass -> false, identityToken -> 1hgengqat1a17usq437f5g|1f51431, jdbcUrl -> jdbc:mysql://localhost:3306/test, properties -> {password=******, user=******} ], preferredTestQuery -> null, privilegeSpawnedThreads -> false, propertyCycle -> 0, statementCacheNumDeferredCloseThreads -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false; userOverrides: {} ], dataSourceName -> null, extensions -> {}, factoryClassLocation -> null, identityToken -> 1hgengqat1a17usq437f5g|3b46dd8, numHelperThreads -> 3 ]
2023-01-12 13:16:12.870[1673525772870] | INFO  | main       | config.ConfigLocation                - Using config file in path:C:\Users\Kamil\Documents\projekty\stock-exchange-data-downloader\target\settings.properties
2023-01-12 13:16:12.871[1673525772871] | INFO  | main       | config.FileConfig$ConfigBuilder      - Created new config
2023-01-12 13:16:12.871[1673525772871] | INFO  | main       | config.FileConfig$ConfigBuilder      - ConfigBuilder{login='root', url='jdbc:mysql://localhost:3306/test', password=[***] ', timeframe='1d', klineLimit=1000, startDateTime=2018-01-01T00:00:00Z}
2023-01-12 13:16:12.936[1673525772936] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading ticker names
2023-01-12 13:16:12.940[1673525772940] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/ticker/price
2023-01-12 13:16:30.587[1673525790587] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading data for ticker BTCUSDT
2023-01-12 13:16:30.606[1673525790606] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/klines?symbol=BTCUSDT&interval=1d&limit=1000&startTime=1503014400000
2023-01-12 13:16:31.834[1673525791834] | INFO  | main       | downloads.BinanceDownloader          - data for BTCUSDT downloaded successfully, downloaded 1000 bars
2023-01-12 13:16:31.850[1673525791850] | INFO  | main       | downloads.BinanceDownloader          - used weight: 3 used weight 1m: 3
2023-01-12 13:16:31.851[1673525791851] | INFO  | main       | Binance.BinanceRunner                - downloaded data for ticker BTCUSDT size: 1000
2023-01-12 13:16:31.884[1673525791884] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading data for ticker BTCUSDT
2023-01-12 13:16:31.887[1673525791887] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/klines?symbol=BTCUSDT&interval=1d&limit=1000&startTime=1589414400000
2023-01-12 13:16:32.721[1673525792721] | INFO  | main       | downloads.BinanceDownloader          - data for BTCUSDT downloaded successfully, downloaded 974 bars
2023-01-12 13:16:32.722[1673525792722] | INFO  | main       | downloads.BinanceDownloader          - used weight: 4 used weight 1m: 4
2023-01-12 13:16:32.729[1673525792729] | INFO  | main       | persistence.DataRepository           - Data for symbol: BTCUSDT is too big, using batchWriter
2023-01-12 13:19:46.344[1673525986344] | INFO  | main       | config.ConfigLocation                - Using config file in path:C:\Users\Kamil\Documents\projekty\stock-exchange-data-downloader\target\settings.properties
2023-01-12 13:19:46.372[1673525986372] | INFO  | main       | config.FileConfig$ConfigBuilder      - Created new config
2023-01-12 13:19:46.404[1673525986404] | INFO  | main       | config.FileConfig$ConfigBuilder      - ConfigBuilder{login='root', url='jdbc:mysql://localhost:3306/test', password=[***] ', timeframe='1d', klineLimit=1000, startDateTime=2018-01-01T00:00:00Z}
2023-01-12 13:19:50.603[1673525990603] | INFO  | MLog-Init-Reporter | com.mchange.v2.log.MLog              - MLog clients using slf4j logging.
2023-01-12 13:19:50.765[1673525990765] | INFO  | main       | com.mchange.v2.c3p0.C3P0Registry     - Initializing c3p0-0.9.5.5 [built 11-December-2019 22:18:33 -0800; debug? true; trace: 10]
2023-01-12 13:19:51.024[1673525991024] | INFO  | main       | c.m.v.c.i.AbstractPoolBackedDataSource - Initializing c3p0 pool... com.mchange.v2.c3p0.PoolBackedDataSource@4770d1e1 [ connectionPoolDataSource -> com.mchange.v2.c3p0.WrapperConnectionPoolDataSource@ecf6671e [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, contextClassLoaderSource -> caller, debugUnreturnedConnectionStackTraces -> false, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, forceSynchronousCheckins -> false, identityToken -> 1hgengqat1a1cmby1uchm3t|5ff2e84b, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, nestedDataSource -> com.mchange.v2.c3p0.DriverManagerDataSource@a914aa49 [ description -> null, driverClass -> null, factoryClassLocation -> null, forceUseNamedDriverClass -> false, identityToken -> 1hgengqat1a1cmby1uchm3t|4a8df3e2, jdbcUrl -> jdbc:mysql://localhost:3306/test, properties -> {password=******, user=******} ], preferredTestQuery -> null, privilegeSpawnedThreads -> false, propertyCycle -> 0, statementCacheNumDeferredCloseThreads -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false; userOverrides: {} ], dataSourceName -> null, extensions -> {}, factoryClassLocation -> null, identityToken -> 1hgengqat1a1cmby1uchm3t|33db72bd, numHelperThreads -> 3 ]
2023-01-12 13:19:55.164[1673525995164] | INFO  | main       | config.ConfigLocation                - Using config file in path:C:\Users\Kamil\Documents\projekty\stock-exchange-data-downloader\target\settings.properties
2023-01-12 13:19:55.165[1673525995165] | INFO  | main       | config.FileConfig$ConfigBuilder      - Created new config
2023-01-12 13:19:55.165[1673525995165] | INFO  | main       | config.FileConfig$ConfigBuilder      - ConfigBuilder{login='root', url='jdbc:mysql://localhost:3306/test', password=[***] ', timeframe='1d', klineLimit=1000, startDateTime=2018-01-01T00:00:00Z}
2023-01-12 13:19:55.216[1673525995216] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading ticker names
2023-01-12 13:19:55.219[1673525995219] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/ticker/price
2023-01-12 13:21:42.654[1673526102654] | INFO  | main       | config.ConfigLocation                - Using config file in path:C:\Users\Kamil\Documents\projekty\stock-exchange-data-downloader\target\settings.properties
2023-01-12 13:21:42.689[1673526102689] | INFO  | main       | config.FileConfig$ConfigBuilder      - Created new config
2023-01-12 13:21:42.728[1673526102728] | INFO  | main       | config.FileConfig$ConfigBuilder      - ConfigBuilder{login='root', url='jdbc:mysql://localhost:3306/test', password=[***] ', timeframe='1d', klineLimit=1000, startDateTime=2018-01-01T00:00:00Z}
2023-01-12 13:21:46.845[1673526106845] | INFO  | MLog-Init-Reporter | com.mchange.v2.log.MLog              - MLog clients using slf4j logging.
2023-01-12 13:21:47.005[1673526107005] | INFO  | main       | com.mchange.v2.c3p0.C3P0Registry     - Initializing c3p0-0.9.5.5 [built 11-December-2019 22:18:33 -0800; debug? true; trace: 10]
2023-01-12 13:21:47.253[1673526107253] | INFO  | main       | c.m.v.c.i.AbstractPoolBackedDataSource - Initializing c3p0 pool... com.mchange.v2.c3p0.PoolBackedDataSource@c07ac3df [ connectionPoolDataSource -> com.mchange.v2.c3p0.WrapperConnectionPoolDataSource@6600591c [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, contextClassLoaderSource -> caller, debugUnreturnedConnectionStackTraces -> false, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, forceSynchronousCheckins -> false, identityToken -> 1hgengqat1a1f40v1pdonb4|5ff2e84b, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, nestedDataSource -> com.mchange.v2.c3p0.DriverManagerDataSource@221e9c47 [ description -> null, driverClass -> null, factoryClassLocation -> null, forceUseNamedDriverClass -> false, identityToken -> 1hgengqat1a1f40v1pdonb4|4a8df3e2, jdbcUrl -> jdbc:mysql://localhost:3306/test, properties -> {password=******, user=******} ], preferredTestQuery -> null, privilegeSpawnedThreads -> false, propertyCycle -> 0, statementCacheNumDeferredCloseThreads -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false; userOverrides: {} ], dataSourceName -> null, extensions -> {}, factoryClassLocation -> null, identityToken -> 1hgengqat1a1f40v1pdonb4|33db72bd, numHelperThreads -> 3 ]
2023-01-12 13:21:52.790[1673526112790] | INFO  | main       | config.ConfigLocation                - Using config file in path:C:\Users\Kamil\Documents\projekty\stock-exchange-data-downloader\target\settings.properties
2023-01-12 13:21:52.792[1673526112792] | INFO  | main       | config.FileConfig$ConfigBuilder      - Created new config
2023-01-12 13:21:52.792[1673526112792] | INFO  | main       | config.FileConfig$ConfigBuilder      - ConfigBuilder{login='root', url='jdbc:mysql://localhost:3306/test', password=[***] ', timeframe='1d', klineLimit=1000, startDateTime=2018-01-01T00:00:00Z}
2023-01-12 13:21:52.833[1673526112833] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading ticker names
2023-01-12 13:21:52.836[1673526112836] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/ticker/price
2023-01-12 13:21:54.742[1673526114742] | INFO  | main       | persistence.DbReader                 - 2017-08-17T00:00
2023-01-12 13:21:54.763[1673526114763] | INFO  | main       | persistence.DbReader                 - 2017-08-17T00:00
2023-01-12 13:21:54.785[1673526114785] | INFO  | main       | persistence.DbReader                 - 2017-11-06T00:00
2023-01-12 13:21:54.805[1673526114805] | INFO  | main       | persistence.DbReader                 - 2017-11-11T00:00
2023-01-12 13:21:54.825[1673526114825] | INFO  | main       | persistence.DbReader                 - 2017-11-20T00:00
2023-01-12 13:21:54.858[1673526114858] | INFO  | main       | persistence.DbReader                 - 2017-12-13T00:00
2023-01-12 13:21:54.880[1673526114880] | INFO  | main       | persistence.DbReader                 - 2018-03-19T00:00
2023-01-12 13:21:54.899[1673526114899] | INFO  | main       | persistence.DbReader                 - 2018-04-17T00:00
2023-01-12 13:21:54.919[1673526114919] | INFO  | main       | persistence.DbReader                 - 2018-05-04T00:00
2023-01-12 13:21:54.940[1673526114940] | INFO  | main       | persistence.DbReader                 - 2018-05-28T00:00
2023-01-12 13:21:54.963[1673526114963] | INFO  | main       | persistence.DbReader                 - 2018-05-31T00:00
2023-01-12 13:21:54.982[1673526114982] | INFO  | main       | persistence.DbReader                 - 2018-05-31T00:00
2023-01-12 13:21:55.005[1673526115005] | INFO  | main       | persistence.DbReader                 - 2018-05-31T00:00
2023-01-12 13:21:55.024[1673526115024] | INFO  | main       | persistence.DbReader                 - 2018-06-08T00:00
2023-01-12 13:21:55.045[1673526115045] | INFO  | main       | persistence.DbReader                 - 2018-06-11T00:00
2023-01-12 13:21:55.065[1673526115065] | INFO  | main       | persistence.DbReader                 - 2018-06-12T00:00
2023-01-12 13:21:55.084[1673526115084] | INFO  | main       | persistence.DbReader                 - 2018-06-13T00:00
2023-01-12 13:21:55.101[1673526115101] | INFO  | main       | persistence.DbReader                 - 2018-06-22T00:00
2023-01-12 13:21:55.123[1673526115123] | INFO  | main       | persistence.DbReader                 - 2018-07-23T00:00
2023-01-12 13:21:55.144[1673526115144] | INFO  | main       | persistence.DbReader                 - 2018-07-25T00:00
2023-01-12 13:21:55.165[1673526115165] | INFO  | main       | persistence.DbReader                 - 2018-10-04T00:00
2023-01-12 13:21:55.184[1673526115184] | INFO  | main       | persistence.DbReader                 - 2018-11-16T00:00
2023-01-12 13:21:55.204[1673526115204] | INFO  | main       | persistence.DbReader                 - 2018-11-16T00:00
2023-01-12 13:21:55.226[1673526115226] | INFO  | main       | persistence.DbReader                 - 2018-12-15T00:00
2023-01-12 13:21:55.246[1673526115246] | INFO  | main       | persistence.DbReader                 - 2019-01-16T00:00
2023-01-12 13:21:55.265[1673526115265] | INFO  | main       | persistence.DbReader                 - 2019-01-18T00:00
2023-01-12 13:21:55.282[1673526115282] | INFO  | main       | persistence.DbReader                 - 2019-01-31T00:00
2023-01-12 13:21:55.299[1673526115299] | INFO  | main       | persistence.DbReader                 - 2019-02-14T00:00
2023-01-12 13:21:55.316[1673526115316] | INFO  | main       | persistence.DbReader                 - 2019-02-16T00:00
2023-01-12 13:21:55.336[1673526115336] | INFO  | main       | persistence.DbReader                 - 2019-02-18T00:00
2023-01-12 13:21:55.355[1673526115355] | INFO  | main       | persistence.DbReader                 - 2019-02-19T00:00
2023-01-12 13:21:55.373[1673526115373] | INFO  | main       | persistence.DbReader                 - 2019-02-28T00:00
2023-01-12 13:21:55.392[1673526115392] | INFO  | main       | persistence.DbReader                 - 2019-02-28T00:00
2023-01-12 13:21:55.415[1673526115415] | INFO  | main       | persistence.DbReader                 - 2019-03-04T00:00
2023-01-12 13:21:55.441[1673526115441] | INFO  | main       | persistence.DbReader                 - 2019-03-15T00:00
2023-01-12 13:21:55.511[1673526115511] | INFO  | main       | persistence.DbReader                 - 2019-03-21T00:00
2023-01-12 13:21:55.543[1673526115543] | INFO  | main       | persistence.DbReader                 - 2019-03-22T00:00
2023-01-12 13:21:55.562[1673526115562] | INFO  | main       | persistence.DbReader                 - 2019-03-25T00:00
2023-01-12 13:21:55.580[1673526115580] | INFO  | main       | persistence.DbReader                 - 2019-03-28T00:00
2023-01-12 13:21:55.601[1673526115601] | INFO  | main       | persistence.DbReader                 - 2019-04-03T00:00
2023-01-12 13:21:55.619[1673526115619] | INFO  | main       | persistence.DbReader                 - 2019-04-03T00:00
2023-01-12 13:21:55.639[1673526115639] | INFO  | main       | persistence.DbReader                 - 2019-04-10T00:00
2023-01-12 13:21:55.656[1673526115656] | INFO  | main       | persistence.DbReader                 - 2019-04-18T00:00
2023-01-12 13:21:55.672[1673526115672] | INFO  | main       | persistence.DbReader                 - 2019-04-19T00:00
2023-01-12 13:21:55.690[1673526115690] | INFO  | main       | persistence.DbReader                 - 2019-04-26T00:00
2023-01-12 13:21:55.707[1673526115707] | INFO  | main       | persistence.DbReader                 - 2019-04-29T00:00
2023-01-12 13:21:55.723[1673526115723] | INFO  | main       | persistence.DbReader                 - 2019-05-24T00:00
2023-01-12 13:21:55.739[1673526115739] | INFO  | main       | persistence.DbReader                 - 2019-06-01T00:00
2023-01-12 13:21:55.756[1673526115756] | INFO  | main       | persistence.DbReader                 - 2019-06-11T00:00
2023-01-12 13:21:55.772[1673526115772] | INFO  | main       | persistence.DbReader                 - 2019-06-22T00:00
2023-01-12 13:21:55.788[1673526115788] | INFO  | main       | persistence.DbReader                 - 2019-06-24T00:00
2023-01-12 13:21:55.805[1673526115805] | INFO  | main       | persistence.DbReader                 - 2019-07-01T00:00
2023-01-12 13:21:55.822[1673526115822] | INFO  | main       | persistence.DbReader                 - 2019-07-04T00:00
2023-01-12 13:21:55.839[1673526115839] | INFO  | main       | persistence.DbReader                 - 2019-07-05T00:00
2023-01-12 13:21:55.857[1673526115857] | INFO  | main       | persistence.DbReader                 - 2019-07-22T00:00
2023-01-12 13:21:55.876[1673526115876] | INFO  | main       | persistence.DbReader                 - 2019-07-23T00:00
2023-01-12 13:21:55.894[1673526115894] | INFO  | main       | persistence.DbReader                 - 2019-08-01T00:00
2023-01-12 13:21:55.910[1673526115910] | INFO  | main       | persistence.DbReader                 - 2019-08-03T00:00
2023-01-12 13:21:55.927[1673526115927] | INFO  | main       | persistence.DbReader                 - 2019-08-13T00:00
2023-01-12 13:21:55.942[1673526115942] | INFO  | main       | persistence.DbReader                 - 2019-08-21T00:00
2023-01-12 13:21:55.958[1673526115958] | INFO  | main       | persistence.DbReader                 - 2019-08-23T00:00
2023-01-12 13:21:55.973[1673526115973] | INFO  | main       | persistence.DbReader                 - 2019-08-24T00:00
2023-01-12 13:21:55.990[1673526115990] | INFO  | main       | persistence.DbReader                 - 2019-08-26T00:00
2023-01-12 13:21:56.012[1673526116012] | INFO  | main       | persistence.DbReader                 - 2019-08-27T00:00
2023-01-12 13:21:56.032[1673526116032] | INFO  | main       | persistence.DbReader                 - 2019-08-27T00:00
2023-01-12 13:21:56.049[1673526116049] | INFO  | main       | persistence.DbReader                 - 2019-08-27T00:00
2023-01-12 13:21:56.064[1673526116064] | INFO  | main       | persistence.DbReader                 - 2019-08-27T00:00
2023-01-12 13:21:56.080[1673526116080] | INFO  | main       | persistence.DbReader                 - 2019-08-27T00:00
2023-01-12 13:21:56.096[1673526116096] | INFO  | main       | persistence.DbReader                 - 2019-08-27T00:00
2023-01-12 13:21:56.113[1673526116113] | INFO  | main       | persistence.DbReader                 - 2019-08-27T00:00
2023-01-12 13:21:56.128[1673526116128] | INFO  | main       | persistence.DbReader                 - 2019-08-27T00:00
2023-01-12 13:21:56.144[1673526116144] | INFO  | main       | persistence.DbReader                 - 2019-09-06T00:00
2023-01-12 13:21:56.159[1673526116159] | INFO  | main       | persistence.DbReader                 - 2019-09-18T00:00
2023-01-12 13:21:56.174[1673526116174] | INFO  | main       | persistence.DbReader                 - 2019-09-20T00:00
2023-01-12 13:21:56.188[1673526116188] | INFO  | main       | persistence.DbReader                 - 2019-09-21T00:00
2023-01-12 13:21:56.204[1673526116204] | INFO  | main       | persistence.DbReader                 - 2019-09-24T00:00
2023-01-12 13:21:56.221[1673526116221] | INFO  | main       | persistence.DbReader                 - 2019-09-25T00:00
2023-01-12 13:21:56.237[1673526116237] | INFO  | main       | persistence.DbReader                 - 2019-09-25T00:00
2023-01-12 13:21:56.252[1673526116252] | INFO  | main       | persistence.DbReader                 - 2019-09-25T00:00
2023-01-12 13:21:56.268[1673526116268] | INFO  | main       | persistence.DbReader                 - 2019-09-29T00:00
2023-01-12 13:21:56.286[1673526116286] | INFO  | main       | persistence.DbReader                 - 2019-10-11T00:00
2023-01-12 13:21:56.302[1673526116302] | INFO  | main       | persistence.DbReader                 - 2019-10-25T00:00
2023-01-12 13:21:56.320[1673526116320] | INFO  | main       | persistence.DbReader                 - 2019-10-25T00:00
2023-01-12 13:21:56.337[1673526116337] | INFO  | main       | persistence.DbReader                 - 2019-11-06T00:00
2023-01-12 13:21:56.353[1673526116353] | INFO  | main       | persistence.DbReader                 - 2019-11-14T00:00
2023-01-12 13:21:56.369[1673526116369] | INFO  | main       | persistence.DbReader                 - 2019-11-14T00:00
2023-01-12 13:21:56.384[1673526116384] | INFO  | main       | persistence.DbReader                 - 2019-11-19T00:00
2023-01-12 13:21:56.398[1673526116398] | INFO  | main       | persistence.DbReader                 - 2019-11-22T00:00
2023-01-12 13:21:56.412[1673526116412] | INFO  | main       | persistence.DbReader                 - 2019-11-28T00:00
2023-01-12 13:21:56.429[1673526116429] | INFO  | main       | persistence.DbReader                 - 2019-12-05T00:00
2023-01-12 13:21:56.444[1673526116444] | INFO  | main       | persistence.DbReader                 - 2019-12-13T00:00
2023-01-12 13:21:56.462[1673526116462] | INFO  | main       | persistence.DbReader                 - 2019-12-20T00:00
2023-01-12 13:21:56.483[1673526116483] | INFO  | main       | persistence.DbReader                 - 2020-01-03T00:00
2023-01-12 13:21:56.498[1673526116498] | INFO  | main       | persistence.DbReader                 - 2020-01-09T00:00
2023-01-12 13:21:56.520[1673526116520] | INFO  | main       | persistence.DbReader                 - 2020-01-16T00:00
2023-01-12 13:21:56.540[1673526116540] | INFO  | main       | persistence.DbReader                 - 2020-01-17T00:00
2023-01-12 13:21:56.571[1673526116571] | INFO  | main       | persistence.DbReader                 - 2020-01-17T00:00
2023-01-12 13:21:56.589[1673526116589] | INFO  | main       | persistence.DbReader                 - 2020-01-17T00:00
2023-01-12 13:21:56.606[1673526116606] | INFO  | main       | persistence.DbReader                 - 2020-01-17T00:00
2023-01-12 13:21:56.625[1673526116625] | INFO  | main       | persistence.DbReader                 - 2020-01-21T00:00
2023-01-12 13:21:56.640[1673526116640] | INFO  | main       | persistence.DbReader                 - 2020-02-05T00:00
2023-01-12 13:21:56.662[1673526116662] | INFO  | main       | persistence.DbReader                 - 2020-02-06T00:00
2023-01-12 13:21:56.680[1673526116680] | INFO  | main       | persistence.DbReader                 - 2020-02-06T00:00
2023-01-12 13:21:56.698[1673526116698] | INFO  | main       | persistence.DbReader                 - 2020-02-06T00:00
2023-01-12 13:21:56.716[1673526116716] | INFO  | main       | persistence.DbReader                 - 2020-02-07T00:00
2023-01-12 13:21:56.733[1673526116733] | INFO  | main       | persistence.DbReader                 - 2020-02-12T00:00
2023-01-12 13:21:56.784[1673526116784] | INFO  | main       | persistence.DbReader                 - 2020-02-12T00:00
2023-01-12 13:21:56.801[1673526116801] | INFO  | main       | persistence.DbReader                 - 2020-02-12T00:00
2023-01-12 13:21:56.839[1673526116839] | INFO  | main       | persistence.DbReader                 - 2020-02-12T00:00
2023-01-12 13:21:56.855[1673526116855] | INFO  | main       | persistence.DbReader                 - 2020-02-19T00:00
2023-01-12 13:21:56.873[1673526116873] | INFO  | main       | persistence.DbReader                 - 2020-02-19T00:00
2023-01-12 13:21:56.887[1673526116887] | INFO  | main       | persistence.DbReader                 - 2020-02-21T00:00
2023-01-12 13:21:56.902[1673526116902] | INFO  | main       | persistence.DbReader                 - 2020-02-26T00:00
2023-01-12 13:21:56.917[1673526116917] | INFO  | main       | persistence.DbReader                 - 2020-03-11T00:00
2023-01-12 13:21:56.932[1673526116932] | INFO  | main       | persistence.DbReader                 - 2020-03-11T00:00
2023-01-12 13:21:56.946[1673526116946] | INFO  | main       | persistence.DbReader                 - 2020-03-25T00:00
2023-01-12 13:21:56.963[1673526116963] | INFO  | main       | persistence.DbReader                 - 2020-04-07T00:00
2023-01-12 13:21:56.979[1673526116979] | INFO  | main       | persistence.DbReader                 - 2020-04-07T00:00
2023-01-12 13:21:56.995[1673526116995] | INFO  | main       | persistence.DbReader                 - 2020-04-07T00:00
2023-01-12 13:21:57.012[1673526117012] | INFO  | main       | persistence.DbReader                 - 2020-08-11T00:00
2023-01-12 13:21:57.026[1673526117026] | INFO  | main       | persistence.DbReader                 - 2020-04-23T00:00
2023-01-12 13:21:57.040[1673526117040] | INFO  | main       | persistence.DbReader                 - 2020-04-27T00:00
2023-01-12 13:21:57.054[1673526117054] | INFO  | main       | persistence.DbReader                 - 2020-05-07T00:00
2023-01-12 13:21:57.069[1673526117069] | INFO  | main       | persistence.DbReader                 - 2020-05-14T00:00
2023-01-12 13:21:57.085[1673526117085] | INFO  | main       | persistence.DbReader                 - 2020-05-14T00:00
