2023-01-12 14:06:39.625[1673528799625] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:39.910[1673528799910] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:40.213[1673528800213] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:40.594[1673528800594] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:40.980[1673528800980] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:41.296[1673528801296] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:41.629[1673528801629] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:41.936[1673528801936] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:42.239[1673528802239] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:42.540[1673528802540] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:42.836[1673528802836] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:43.129[1673528803129] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:43.422[1673528803422] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:43.719[1673528803719] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:44.020[1673528804020] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:44.390[1673528804390] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:44.691[1673528804691] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:44.976[1673528804976] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:45.293[1673528805293] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:45.593[1673528805593] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:45.926[1673528805926] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:46.264[1673528806264] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:46.580[1673528806580] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:46.866[1673528806866] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:47.167[1673528807167] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:47.467[1673528807467] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:47.753[1673528807753] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:48.054[1673528808054] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:48.355[1673528808355] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:48.655[1673528808655] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:48.956[1673528808956] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:49.251[1673528809251] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:49.558[1673528809558] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:49.890[1673528809890] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:50.175[1673528810175] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:50.589[1673528810589] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:51.028[1673528811028] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:51.376[1673528811376] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:51.692[1673528811692] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:52.015[1673528812015] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:52.316[1673528812316] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:52.648[1673528812648] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:53.118[1673528813118] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:53.736[1673528813736] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:54.083[1673528814083] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:54.422[1673528814422] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:54.739[1673528814739] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:55.040[1673528815040] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:55.403[1673528815403] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:55.742[1673528815742] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:56.058[1673528816058] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:56.359[1673528816359] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:56.660[1673528816660] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:56.961[1673528816961] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:57.246[1673528817246] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:57.563[1673528817563] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:57.848[1673528817848] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:58.149[1673528818149] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:58.450[1673528818450] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:58.751[1673528818751] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:59.067[1673528819067] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:59.368[1673528819368] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:59.669[1673528819669] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:06:59.970[1673528819970] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:00.286[1673528820286] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:00.664[1673528820664] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:01.006[1673528821006] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:01.320[1673528821320] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:01.644[1673528821644] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:01.941[1673528821941] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:02.242[1673528822242] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:02.543[1673528822543] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:02.847[1673528822847] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:03.158[1673528823158] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:03.459[1673528823459] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:03.760[1673528823760] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:04.061[1673528824061] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:04.362[1673528824362] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:04.663[1673528824663] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:04.964[1673528824964] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:05.265[1673528825265] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:05.581[1673528825581] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:05.913[1673528825913] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:06.346[1673528826346] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:06.747[1673528826747] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:07.148[1673528827148] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:07.616[1673528827616] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:07.950[1673528827950] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:08.313[1673528828313] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:08.636[1673528828636] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:08.969[1673528828969] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:09.316[1673528829316] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:09.655[1673528829655] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:10.056[1673528830056] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:10.372[1673528830372] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:10.977[1673528830977] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:11.471[1673528831471] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:11.825[1673528831825] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:12.126[1673528832126] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:12.427[1673528832427] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:12.728[1673528832728] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:13.013[1673528833013] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:13.346[1673528833346] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:13.731[1673528833731] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:14.195[1673528834195] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:14.512[1673528834512] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:15.277[1673528835277] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:18.435[1673528838435] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:19.397[1673528839397] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:20.247[1673528840247] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:21.177[1673528841177] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:22.057[1673528842057] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:22.600[1673528842600] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:23.158[1673528843158] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:23.729[1673528843729] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:24.214[1673528844214] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:24.791[1673528844791] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:25.338[1673528845338] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:25.814[1673528845814] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:26.438[1673528846438] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:27.067[1673528847067] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:27.512[1673528847512] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:27.987[1673528847987] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:28.439[1673528848439] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:28.916[1673528848916] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:29.391[1673528849391] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:29.787[1673528849787] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:30.088[1673528850088] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:30.382[1673528850382] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:30.678[1673528850678] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:30.979[1673528850979] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:31.365[1673528851365] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:31.756[1673528851756] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:32.067[1673528852067] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:32.371[1673528852371] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:32.679[1673528852679] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:32.995[1673528852995] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:33.281[1673528853281] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:33.597[1673528853597] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:33.882[1673528853882] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:34.183[1673528854183] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:34.484[1673528854484] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:34.801[1673528854801] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:35.086[1673528855086] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:35.387[1673528855387] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:35.690[1673528855690] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:36.003[1673528856003] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:36.317[1673528856317] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:36.622[1673528856622] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:36.934[1673528856934] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:37.408[1673528857408] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:38.026[1673528858026] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:38.590[1673528858590] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:39.006[1673528859006] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:39.407[1673528859407] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:39.824[1673528859824] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:40.210[1673528860210] | INFO  | main       | persistence.DbReader                 - 2010-01-01T00:00
2023-01-12 14:07:40.225[1673528860225] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading data for ticker BTCUSDT
2023-01-12 14:07:40.225[1673528860225] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/klines?symbol=BTCUSDT&interval=1d&limit=1000&startTime=1673481600000
2023-01-12 14:07:40.720[1673528860720] | INFO  | main       | downloads.BinanceDownloader          - data for BTCUSDT downloaded successfully, downloaded 1 bars
2023-01-12 14:07:40.730[1673528860730] | INFO  | main       | downloads.BinanceDownloader          - used weight: 1 used weight 1m: 1
2023-01-12 14:07:40.730[1673528860730] | INFO  | main       | Binance.BinanceRunner                - downloaded data for ticker BTCUSDT size: 1
2023-01-12 14:07:40.740[1673528860740] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading data for ticker ETHUSDT
2023-01-12 14:07:40.740[1673528860740] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/klines?symbol=ETHUSDT&interval=1d&limit=1000&startTime=1673481600000
2023-01-12 14:07:41.014[1673528861014] | INFO  | main       | downloads.BinanceDownloader          - data for ETHUSDT downloaded successfully, downloaded 1 bars
2023-01-12 14:07:41.014[1673528861014] | INFO  | main       | downloads.BinanceDownloader          - used weight: 2 used weight 1m: 2
2023-01-12 14:07:41.014[1673528861014] | INFO  | main       | Binance.BinanceRunner                - downloaded data for ticker ETHUSDT size: 1
2023-01-12 14:07:41.014[1673528861014] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading data for ticker BNBUSDT
2023-01-12 14:07:41.019[1673528861019] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/klines?symbol=BNBUSDT&interval=1d&limit=1000&startTime=1673481600000
2023-01-12 14:07:41.289[1673528861289] | INFO  | main       | downloads.BinanceDownloader          - data for BNBUSDT downloaded successfully, downloaded 1 bars
2023-01-12 14:07:41.289[1673528861289] | INFO  | main       | downloads.BinanceDownloader          - used weight: 3 used weight 1m: 3
2023-01-12 14:07:41.289[1673528861289] | INFO  | main       | Binance.BinanceRunner                - downloaded data for ticker BNBUSDT size: 1
2023-01-12 14:07:41.289[1673528861289] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading data for ticker BCCUSDT
2023-01-12 14:07:41.289[1673528861289] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/klines?symbol=BCCUSDT&interval=1d&limit=1000&startTime=1542758400000
2023-01-12 14:07:41.543[1673528861543] | INFO  | main       | downloads.BinanceDownloader          - data for BCCUSDT downloaded successfully, downloaded 0 bars
2023-01-12 14:07:41.543[1673528861543] | INFO  | main       | downloads.BinanceDownloader          - used weight: 4 used weight 1m: 4
2023-01-12 14:13:31.211[1673529211211] | INFO  | main       | config.ConfigLocation                - Using config file in path:C:\Users\Kamil\Documents\projekty\stock-exchange-data-downloader\target\settings.properties
2023-01-12 14:13:31.250[1673529211250] | INFO  | main       | config.FileConfig$ConfigBuilder      - Created new config
2023-01-12 14:13:31.282[1673529211282] | INFO  | main       | config.FileConfig$ConfigBuilder      - ConfigBuilder{login='root', url='jdbc:mysql://localhost:3306/test', password=[***] ', timeframe='1d', klineLimit=1000, startDateTime=2018-01-01T00:00:00Z}
2023-01-12 14:13:35.671[1673529215671] | INFO  | MLog-Init-Reporter | com.mchange.v2.log.MLog              - MLog clients using slf4j logging.
2023-01-12 14:13:35.851[1673529215851] | INFO  | main       | com.mchange.v2.c3p0.C3P0Registry     - Initializing c3p0-0.9.5.5 [built 11-December-2019 22:18:33 -0800; debug? true; trace: 10]
2023-01-12 14:13:36.116[1673529216116] | INFO  | main       | c.m.v.c.i.AbstractPoolBackedDataSource - Initializing c3p0 pool... com.mchange.v2.c3p0.PoolBackedDataSource@22fd1e95 [ connectionPoolDataSource -> com.mchange.v2.c3p0.WrapperConnectionPoolDataSource@c882b3d2 [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, contextClassLoaderSource -> caller, debugUnreturnedConnectionStackTraces -> false, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, forceSynchronousCheckins -> false, identityToken -> 1hgengqat1a39qtax3fbvz|5ff2e84b, idleConnectionTestPeriod -> 0, initialPoolSize -> 3, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 0, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 15, maxStatements -> 0, maxStatementsPerConnection -> 0, minPoolSize -> 3, nestedDataSource -> com.mchange.v2.c3p0.DriverManagerDataSource@84a0f6fd [ description -> null, driverClass -> null, factoryClassLocation -> null, forceUseNamedDriverClass -> false, identityToken -> 1hgengqat1a39qtax3fbvz|4a8df3e2, jdbcUrl -> jdbc:mysql://localhost:3306/test, properties -> {password=******, user=******} ], preferredTestQuery -> null, privilegeSpawnedThreads -> false, propertyCycle -> 0, statementCacheNumDeferredCloseThreads -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> false, unreturnedConnectionTimeout -> 0, usesTraditionalReflectiveProxies -> false; userOverrides: {} ], dataSourceName -> null, extensions -> {}, factoryClassLocation -> null, identityToken -> 1hgengqat1a39qtax3fbvz|33db72bd, numHelperThreads -> 3 ]
2023-01-12 14:13:40.350[1673529220350] | INFO  | main       | config.ConfigLocation                - Using config file in path:C:\Users\Kamil\Documents\projekty\stock-exchange-data-downloader\target\settings.properties
2023-01-12 14:13:40.350[1673529220350] | INFO  | main       | config.FileConfig$ConfigBuilder      - Created new config
2023-01-12 14:13:40.350[1673529220350] | INFO  | main       | config.FileConfig$ConfigBuilder      - ConfigBuilder{login='root', url='jdbc:mysql://localhost:3306/test', password=[***] ', timeframe='1d', klineLimit=1000, startDateTime=2018-01-01T00:00:00Z}
2023-01-12 14:13:40.411[1673529220411] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading ticker names
2023-01-12 14:13:40.419[1673529220419] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/ticker/price
2023-01-12 14:19:08.081[1673529548081] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading data for ticker BTCUSDT
2023-01-12 14:19:08.081[1673529548081] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/klines?symbol=BTCUSDT&interval=1d&limit=1000&startTime=1673481600000
2023-01-12 14:19:09.271[1673529549271] | INFO  | main       | downloads.BinanceDownloader          - data for BTCUSDT downloaded successfully, downloaded 1 bars
2023-01-12 14:19:09.271[1673529549271] | INFO  | main       | downloads.BinanceDownloader          - used weight: 1 used weight 1m: 1
2023-01-12 14:19:09.271[1673529549271] | INFO  | main       | Binance.BinanceRunner                - downloaded data for ticker BTCUSDT size: 1
2023-01-12 14:19:09.271[1673529549271] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading data for ticker ETHUSDT
2023-01-12 14:19:09.271[1673529549271] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/klines?symbol=ETHUSDT&interval=1d&limit=1000&startTime=1673481600000
2023-01-12 14:19:10.258[1673529550258] | INFO  | main       | downloads.BinanceDownloader          - data for ETHUSDT downloaded successfully, downloaded 1 bars
2023-01-12 14:19:10.258[1673529550258] | INFO  | main       | downloads.BinanceDownloader          - used weight: 2 used weight 1m: 2
2023-01-12 14:19:10.258[1673529550258] | INFO  | main       | Binance.BinanceRunner                - downloaded data for ticker ETHUSDT size: 1
2023-01-12 14:19:10.258[1673529550258] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading data for ticker BNBUSDT
2023-01-12 14:19:10.258[1673529550258] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/klines?symbol=BNBUSDT&interval=1d&limit=1000&startTime=1673481600000
2023-01-12 14:19:11.230[1673529551230] | INFO  | main       | downloads.BinanceDownloader          - data for BNBUSDT downloaded successfully, downloaded 1 bars
2023-01-12 14:19:11.246[1673529551246] | INFO  | main       | downloads.BinanceDownloader          - used weight: 3 used weight 1m: 3
2023-01-12 14:19:11.246[1673529551246] | INFO  | main       | Binance.BinanceRunner                - downloaded data for ticker BNBUSDT size: 1
2023-01-12 14:19:11.246[1673529551246] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading data for ticker BCCUSDT
2023-01-12 14:19:11.246[1673529551246] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/klines?symbol=BCCUSDT&interval=1d&limit=1000&startTime=1542758400000
2023-01-12 14:19:12.219[1673529552219] | INFO  | main       | downloads.BinanceDownloader          - data for BCCUSDT downloaded successfully, downloaded 0 bars
2023-01-12 14:19:12.234[1673529552234] | INFO  | main       | downloads.BinanceDownloader          - used weight: 4 used weight 1m: 4
2023-01-12 14:19:12.234[1673529552234] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading data for ticker NEOUSDT
2023-01-12 14:19:12.234[1673529552234] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/klines?symbol=NEOUSDT&interval=1d&limit=1000&startTime=1673481600000
2023-01-12 14:19:12.482[1673529552482] | INFO  | main       | downloads.BinanceDownloader          - data for NEOUSDT downloaded successfully, downloaded 1 bars
2023-01-12 14:19:12.482[1673529552482] | INFO  | main       | downloads.BinanceDownloader          - used weight: 5 used weight 1m: 5
2023-01-12 14:19:12.482[1673529552482] | INFO  | main       | Binance.BinanceRunner                - downloaded data for ticker NEOUSDT size: 1
2023-01-12 14:19:12.482[1673529552482] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading data for ticker LTCUSDT
2023-01-12 14:19:12.482[1673529552482] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/klines?symbol=LTCUSDT&interval=1d&limit=1000&startTime=1673481600000
2023-01-12 14:19:13.478[1673529553478] | INFO  | main       | downloads.BinanceDownloader          - data for LTCUSDT downloaded successfully, downloaded 1 bars
2023-01-12 14:19:13.493[1673529553493] | INFO  | main       | downloads.BinanceDownloader          - used weight: 6 used weight 1m: 6
2023-01-12 14:19:13.493[1673529553493] | INFO  | main       | Binance.BinanceRunner                - downloaded data for ticker LTCUSDT size: 1
2023-01-12 14:19:13.493[1673529553493] | INFO  | main       | downloads.BinanceDownloader          - Initialization: Start downloading data for ticker QTUMUSDT
2023-01-12 14:19:13.500[1673529553500] | INFO  | main       | c.b.c.client.utils.RequestHandler    - GET https://api.binance.com/api/v3/klines?symbol=QTUMUSDT&interval=1d&limit=1000&startTime=1673481600000
2023-01-12 14:19:13.776[1673529553776] | INFO  | main       | downloads.BinanceDownloader          - data for QTUMUSDT downloaded successfully, downloaded 1 bars
2023-01-12 14:19:13.776[1673529553776] | INFO  | main       | downloads.BinanceDownloader          - used weight: 7 used weight 1m: 7
2023-01-12 14:19:13.776[1673529553776] | INFO  | main       | Binance.BinanceRunner                - downloaded data for ticker QTUMUSDT size: 1
